demand_node_index,truck_node_index,distance,scaled_demand
demand18,truck19,294.2894627254479,0
demand18,truck22,276.6636888579773,1
demand18,truck23,155.24739378315743,6
demand18,truck25,317.13990378129864,0
demand18,truck26,227.69924726303321,3
demand18,truck27,221.41502848487693,3
demand18,truck28,280.07361001627555,1
demand18,truck38,292.5037023621301,0
demand18,truck40,372.59670490074194,0
demand18,truck52,105.19949988180623,8
demand18,truck53,75.9810129890997,8
demand18,truck47,225.07347214382239,3
demand19,truck3,402.14514942583384,0
demand19,truck6,287.24408813350277,1
demand19,truck7,265.6531677040791,3
demand19,truck8,219.55047943844954,7
demand19,truck10,326.8496496198544,0
demand19,truck11,364.4363200229174,0
demand19,truck12,262.68958843376055,3
demand19,truck13,186.86943576313558,10
demand19,truck15,148.82027011079208,14
demand19,truck16,202.38620781929112,9
demand19,truck17,221.27364999414263,7
demand19,truck18,259.13392174693666,4
demand19,truck19,325.7777817295251,0
demand19,truck22,308.1520078620546,0
demand19,truck23,82.4725346209999,18
demand19,truck25,244.36504461914112,5
demand19,truck26,154.92438810087572,13
demand19,truck27,191.1897009976063,10
demand19,truck28,249.8482825290049,5
demand19,truck38,219.7288431999726,7
demand19,truck40,299.8218457385844,0
demand19,truck52,115.67312050822767,17
demand19,truck53,86.45463361552113,18
demand19,truck47,235.54709277024378,6
demand20,truck3,375.40877516138687,0
demand20,truck6,343.4929714270843,0
demand20,truck7,321.9020509976606,0
demand20,truck8,275.799362732031,1
demand20,truck10,291.87857175538977,0
demand20,truck11,329.7874068441704,0
demand20,truck12,235.95321416931358,2
demand20,truck13,243.11831905671707,1
demand20,truck15,122.08389584634513,4
demand20,truck16,148.93651249898173,4
demand20,truck17,167.82395467383324,3
demand20,truck18,205.68422642662725,2
demand20,truck19,272.3280864092157,1
demand20,truck22,254.70231254174521,1
demand20,truck23,138.98464014513195,4
demand20,truck25,300.8771501432732,0
demand20,truck26,203.70461640684675,2
demand20,truck27,178.43895379098896,3
demand20,truck28,237.09753532238756,2
demand20,truck38,268.50907150594367,1
demand20,truck40,348.6020740445554,0
demand20,truck52,62.22342518791825,5
demand20,truck53,59.7182593510742,5
demand20,truck47,182.0973974499344,3
demand21,truck3,314.2106664181395,0
demand21,truck6,392.8822574226973,0
demand21,truck7,371.29133699327366,0
demand21,truck8,325.188648727644,0
demand21,truck10,229.22626498609037,4
demand21,truck11,267.135100074871,2
demand21,truck12,285.3425001649266,1
demand21,truck13,292.5076050523301,0
demand21,truck15,171.47318184195817,6
demand21,truck16,86.28420572968233,10
demand21,truck17,105.17164790453386,10
demand21,truck18,143.03191965732785,8
demand21,truck19,209.67577963991633,5
demand21,truck22,192.05000577244581,5
demand21,truck23,195.0020235736848,5
demand21,truck25,348.70677106063164,0
demand21,truck26,231.1179788262146,3
demand21,truck27,205.8523162103568,5
demand21,truck28,264.5108977417554,2
demand21,truck38,295.92243392531145,0
demand21,truck40,376.0154364639232,0
demand21,truck52,89.63678760728611,10
demand21,truck53,115.73564277962706,9
demand21,truck47,209.13649944443088,5
demand28,truck3,492.39759498840544,0
demand28,truck6,324.9659399265406,0
demand28,truck7,303.37501949711697,0
demand28,truck8,257.2723312314874,2
demand28,truck10,429.8497010796797,0
demand28,truck11,454.688765585489,0
demand28,truck12,352.94203399633216,0
demand28,truck13,224.59128755617343,3
demand28,truck15,252.39649288569262,2
demand28,truck16,303.4432020573736,0
demand28,truck17,322.3306442322251,0
demand28,truck18,360.1909159850191,0
demand28,truck19,426.8347759676076,0
demand28,truck22,409.209002100137,0
demand28,truck23,120.19438641403774,8
demand28,truck25,197.07315465818,5
demand28,truck26,79.48436242376299,9
demand28,truck27,115.74967532049355,8
demand28,truck28,174.40825685189216,6
demand28,truck38,144.28881752285986,7
demand28,truck40,224.3818200614716,3
demand28,truck52,216.7301147463101,4
demand28,truck53,190.0308563904217,5
demand28,truck47,283.5106757322875,1
demand30,truck3,589.8113262540653,0
demand30,truck6,422.3796711922006,0
demand30,truck7,400.78875076277694,0
demand30,truck8,354.6860624971473,0
demand30,truck10,509.98232288891364,0
demand30,truck11,547.8911579776942,0
demand30,truck12,450.35576526199213,0
demand30,truck13,322.0050188218334,0
demand30,truck15,349.81022415135254,0
demand30,truck16,367.0402636325056,0
demand30,truck17,385.92770580735714,0
demand30,truck18,423.78797756015115,0
demand30,truck19,490.43183754273963,0
demand30,truck22,472.80606367526906,0
demand30,truck23,217.6081176796977,4
demand30,truck25,82.93124096864916,9
demand30,truck26,143.08142399889505,7
demand30,truck27,179.34673689562564,5
demand30,truck28,238.00531842702424,3
demand30,truck38,207.88587909799193,4
demand30,truck40,287.9788816366037,1
demand30,truck52,280.3271763214422,1
demand30,truck53,287.44458765608164,1
demand30,truck47,347.1077373074196,0
demand31,truck3,554.5615393558023,0
demand31,truck6,387.1298842939376,0
demand31,truck7,365.53896386451396,0
demand31,truck8,319.4362755988843,0
demand31,truck10,474.73253599065066,0
demand31,truck11,512.6413710794312,0
demand31,truck12,415.10597836372915,0
demand31,truck13,286.7552319235704,2
demand31,truck15,314.56043725308956,0
demand31,truck16,331.79047673424265,0
demand31,truck17,350.67791890909416,0
demand31,truck18,388.53819066188817,0
demand31,truck19,455.18205064447665,0
demand31,truck22,437.5562767770061,0
demand31,truck23,182.35833078143472,18
demand31,truck25,225.42042933504905,11
demand31,truck26,107.83163710063205,29
demand31,truck27,144.0969499973626,23
demand31,truck28,202.75553152876122,15
demand31,truck38,94.44940976787078,30
demand31,truck40,174.54241230648253,19
demand31,truck52,245.07738942317917,8
demand31,truck53,252.19480075781868,7
demand31,truck47,311.85795040915656,0
demand32,truck3,614.6159818336943,0
demand32,truck6,450.68996809293134,0
demand32,truck7,429.0990476635077,0
demand32,truck8,382.99635939787805,0
demand32,truck10,529.6315804016452,0
demand32,truck11,567.5404154904259,0
demand32,truck12,478.6660621627228,0
demand32,truck13,350.31531572256415,0
demand32,truck15,378.1205210520833,0
demand32,truck16,392.83938409987024,0
demand32,truck17,376.9318422147498,0
demand32,truck18,414.7921139675438,0
demand32,truck19,481.4359739501323,0
demand32,truck22,492.45532118800077,0
demand32,truck23,245.91841458042845,6
demand32,truck25,288.98051313404284,1
demand32,truck26,171.3917208996258,14
demand32,truck27,207.6570337963564,10
demand32,truck28,165.2741979251799,15
demand32,truck38,110.31869189263952,21
demand32,truck40,190.41169443125125,12
demand32,truck52,308.63747322217296,0
demand32,truck53,315.7548845568124,0
demand32,truck47,274.3766168055752,3
demand45,truck3,621.6185379655412,0
demand45,truck6,454.1868829036766,0
demand45,truck7,432.59596247425293,0
demand45,truck8,386.4932742086233,0
demand45,truck10,541.7895346003896,0
demand45,truck11,579.6983696891702,0
demand45,truck12,482.16297697346806,0
demand45,truck13,353.8122305333094,0
demand45,truck15,381.61743586282853,0
demand45,truck16,398.8474753439816,0
demand45,truck17,417.73491751883313,0
demand45,truck18,455.59518927162713,0
demand45,truck19,522.2390492542156,0
demand45,truck22,504.61327538674504,0
demand45,truck23,249.41532939117369,2
demand45,truck25,292.4774279447881,0
demand45,truck26,174.88863571037103,4
demand45,truck27,211.15394860710163,3
demand45,truck28,269.8125301385002,1
demand45,truck38,113.81560670338476,6
demand45,truck40,105.04832711702946,6
demand45,truck52,312.1343880329182,0
demand45,truck53,319.2517993675576,0
demand45,truck47,378.9149490188956,0
demand46,truck3,603.2023756362878,0
demand46,truck6,435.7707205744231,0
demand46,truck7,414.17980014499943,0
demand46,truck8,368.0771118793698,0
demand46,truck10,523.3733722711361,0
demand46,truck11,561.2822073599166,0
demand46,truck12,463.7468146442146,0
demand46,truck13,335.3960682040559,0
demand46,truck15,363.20127353357503,0
demand46,truck16,380.43131301472806,0
demand46,truck17,399.3187551895796,0
demand46,truck18,437.1790269423736,0
demand46,truck19,503.82288692496206,0
demand46,truck22,486.1971130574915,0
demand46,truck23,230.9991670619202,14
demand46,truck25,274.0612656155345,5
demand46,truck26,156.47247338111754,29
demand46,truck27,192.7377862778481,21
demand46,truck28,251.39636780924673,10
demand46,truck38,95.39944437413124,40
demand46,truck40,103.68539063020697,39
demand46,truck52,293.71822570366464,1
demand46,truck53,300.8356370383041,0
demand46,truck47,360.4987866896421,0
demand50,truck3,417.0334499277665,0
demand50,truck6,412.267469176597,0
demand50,truck7,390.67654874717334,0
demand50,truck8,344.5738604815437,0
demand50,truck10,332.0490484957174,0
demand50,truck11,369.957883584498,0
demand50,truck12,304.7277119188263,0
demand50,truck13,311.8928168062298,0
demand50,truck15,190.85839359585782,5
demand50,truck16,189.10698923930937,6
demand50,truck17,207.99443141416089,5
demand50,truck18,245.8547031669549,3
demand50,truck19,312.4985631495434,0
demand50,truck22,294.8727892820728,0
demand50,truck23,207.75913789464462,5
demand50,truck25,273.0488668572003,1
demand50,truck26,155.46007462278334,7
demand50,truck27,130.19441200692552,8
demand50,truck28,188.85299353832414,6
demand50,truck38,220.2645297218802,4
demand50,truck40,300.35753226049195,0
demand50,truck52,102.39390192824591,10
demand50,truck53,128.49275710058686,9
demand50,truck47,222.26787419026206,4
demand51,truck3,239.2762210446532,2
demand51,truck6,418.9182510611221,0
demand51,truck7,379.5926709865223,0
demand51,truck8,331.53922202947933,0
demand51,truck10,154.29181961260412,5
demand51,truck11,192.2006547013847,4
demand51,truck12,291.4455726772676,0
demand51,truck13,325.95780302458144,0
demand51,truck15,204.92337981420948,3
demand51,truck16,119.73440370193367,6
demand51,truck17,103.82686181681323,7
demand51,truck18,65.89585057390434,7
demand51,truck19,132.53971055649282,6
demand51,truck22,117.11556039895956,6
demand51,truck23,310.64313611389906,0
demand51,truck25,464.34788360084593,0
demand51,truck26,346.7590913664289,0
demand51,truck27,321.49342875057107,0
demand51,truck28,313.41355920947495,0
demand51,truck38,411.56354646552575,0
demand51,truck40,491.6565490041375,0
demand51,truck52,205.27790014750036,3
demand51,truck53,231.37675531984135,2
demand51,truck47,207.79171335671023,3
demand52,truck3,244.41957060867995,4
demand52,truck6,190.1741105647283,9
demand52,truck7,150.84853049012847,12
demand52,truck8,102.79508153308551,16
demand52,truck10,169.12407080270054,10
demand52,truck11,206.71074120576355,7
demand52,truck12,104.96400961660672,16
demand52,truck13,223.9056240224428,6
demand52,truck15,146.717616758321,12
demand52,truck16,226.79753161884724,6
demand52,truck17,245.68497379369876,4
demand52,truck18,282.6416174819842,1
demand52,truck19,349.2854774645727,0
demand52,truck22,206.49920128310364,7
demand52,truck23,236.11260145922952,5
demand52,truck25,398.0051114573708,0
demand52,truck26,308.5644549391053,0
demand52,truck27,344.82976783583587,0
demand52,truck28,403.4883493672345,0
demand52,truck38,373.36891003820216,0
demand52,truck40,453.461912576814,0
demand52,truck52,228.90345630868657,6
demand52,truck53,199.68496941598005,8
demand52,truck47,348.77742857070274,0
demand53,truck3,201.92821564731264,3
demand53,truck6,246.13422474102813,2
demand53,truck7,206.8086446664283,3
demand53,truck8,158.75519570938536,5
demand53,truck10,116.94381421526356,6
demand53,truck11,154.85264930404415,5
demand53,truck12,118.66154635717362,6
demand53,truck13,279.86573819874263,1
demand53,truck15,160.4151534988879,5
demand53,truck16,240.49506835941418,2
demand53,truck17,259.3825105342657,1
demand53,truck18,230.46136089454723,2
demand53,truck19,297.1052208771357,0
demand53,truck22,154.31894469566666,5
demand53,truck23,292.0727156355294,0
demand53,truck25,453.9652256336707,0
demand53,truck26,364.5245691154052,0
demand53,truck27,358.8165216523241,0
demand53,truck28,417.47510318372275,0
demand53,truck38,429.32902421450206,0
demand53,truck40,509.4220267531138,0
demand53,truck52,242.60099304925347,2
demand53,truck53,213.38250615654695,3
demand53,truck47,362.47496531126967,0
