demand_node_index,truck_node_index,distance,scaled_demand
demand21,truck10,229.22626498609037,2
demand21,truck12,285.3425001649266,0
demand21,truck18,143.03191965732785,4
demand21,truck23,195.0020235736848,3
demand21,truck36,299.70064304697667,0
demand21,truck37,330.1969477453341,0
demand21,truck41,413.2793056741668,0
demand21,truck42,384.5657670838276,0
demand21,truck52,89.63678760728611,5
demand21,truck53,115.73564277962706,5
demand21,truck54,162.02071557574428,3
demand21,truck44,195.17572565484852,3
demand21,truck55,398.5587354074997,0
demand24,truck2,472.8412969377886,0
demand24,truck10,300.0421091265621,0
demand24,truck12,437.19586219122556,0
demand24,truck18,202.00982713718355,7
demand24,truck23,424.6134771030092,0
demand24,truck36,322.3820829617027,0
demand24,truck37,403.12583521550033,0
demand24,truck41,485.66334983209185,0
demand24,truck42,406.4045733686647,0
demand24,truck52,319.24824113661055,0
demand24,truck53,345.34709630895145,0
demand24,truck54,246.63493722996552,4
demand24,truck44,217.85716556957453,6
demand24,truck55,296.80173075286746,0
demand26,truck2,504.69109416550606,0
demand26,truck10,394.9782585706667,0
demand26,truck12,469.045659418943,0
demand26,truck18,280.13879213656514,4
demand26,truck23,372.07708539476135,0
demand26,truck36,232.1022401772253,14
demand26,truck37,313.17984954016856,0
demand26,truck41,396.2261406775034,0
demand26,truck42,316.96736421407627,0
demand26,truck52,266.7118494283627,7
demand26,truck53,292.8107046007036,1
demand26,truck54,194.09854552171768,21
demand26,truck44,165.32077386132673,27
demand26,truck55,223.96330532323577,15
demand29,truck2,432.504737292129,0
demand29,truck10,456.48586017248743,0
demand29,truck12,396.8593025455659,0
demand29,truck18,370.29151484372494,0
demand29,truck23,164.11165496327152,31
demand29,truck36,326.29224949591986,0
demand29,truck37,250.19490571417677,11
demand29,truck41,333.27726364300946,0
demand29,truck42,411.1573735327708,0
demand29,truck52,226.83071360501594,16
demand29,truck53,233.94812493965546,15
demand29,truck54,299.5889019983455,0
demand29,truck44,306.53505400002325,0
demand29,truck55,462.3099990505273,0
demand34,truck2,501.81076473393415,0
demand34,truck10,404.77162861679506,0
demand34,truck12,466.1653299873711,0
demand34,truck18,289.9321621826935,3
demand34,truck23,369.19675596318945,0
demand34,truck36,136.16370167925194,41
demand34,truck37,217.24131104219524,21
demand34,truck41,300.28760217953004,0
demand34,truck42,221.02882571610292,20
demand34,truck52,263.8315199967908,9
demand34,truck53,289.9303751691317,3
demand34,truck54,191.21821609014577,27
demand34,truck44,162.44044442975482,34
demand34,truck55,170.8862768706499,32
demand41,truck2,624.7409637933782,0
demand41,truck10,578.3235356565509,0
demand41,truck12,589.0955290468153,0
demand41,truck18,463.48406922244936,0
demand41,truck23,366.0378050975668,0
demand41,truck36,229.36449917074913,14
demand41,truck37,153.30322218050392,29
demand41,truck41,75.54628098877699,40
demand41,truck42,154.082470762305,29
demand41,truck52,386.76171905623505,0
demand41,truck53,412.86057422857596,0
demand41,truck54,364.7701231299016,0
demand41,truck44,335.99235146951065,0
demand41,truck55,277.09472946369453,5
demand47,truck2,579.663949187059,0
demand47,truck10,441.3708927693498,0
demand47,truck12,544.018514440496,0
demand47,truck18,326.5314263352482,0
demand47,truck23,447.0499404163143,0
demand47,truck36,214.0168861323768,13
demand47,truck37,295.0944954953201,1
demand47,truck41,303.2917888451066,0
demand47,truck42,224.0330123816795,11
demand47,truck52,341.68470444991567,0
demand47,truck53,367.7835596222566,0
demand47,truck54,269.0714005432706,5
demand47,truck44,240.2936288828797,9
demand47,truck55,114.43016976588224,28
demand49,truck2,577.349567382919,0
demand49,truck10,480.31043126578,0
demand49,truck12,541.704132636356,0
demand49,truck18,365.47096483167843,0
demand49,truck23,444.4016275718488,0
demand49,truck36,131.0536044623305,25
demand49,truck37,212.1312138252738,13
demand49,truck41,191.95620206345,16
demand49,truck42,112.69742560002288,28
demand49,truck52,339.37032264577573,0
demand49,truck53,365.46917781811663,0
demand49,truck54,266.7570187391307,5
demand49,truck44,237.97924707873975,9
demand49,truck55,235.70968430141238,10
demand51,truck2,327.09100742383066,0
demand51,truck10,154.29181961260412,18
demand51,truck12,291.4455726772676,1
demand51,truck18,65.89585057390434,25
demand51,truck23,310.64313611389906,0
demand51,truck36,298.355856959256,0
demand51,truck37,379.09960921305367,0
demand51,truck41,462.18196714188633,0
demand51,truck42,383.22098099610696,0
demand51,truck52,205.27790014750036,12
demand51,truck53,231.37675531984135,9
demand51,truck54,160.67592948802363,17
demand51,truck44,193.83093956712787,13
demand51,truck55,397.21394931977903,0
demand53,truck2,154.3069811037367,11
demand53,truck10,116.94381421526356,14
demand53,truck12,118.66154635717362,14
demand53,truck18,230.46136089454723,5
demand53,truck23,292.0727156355294,1
demand53,truck36,453.0391089138155,0
demand53,truck37,483.16115318730147,0
demand53,truck41,566.2435111161341,0
demand53,truck42,537.9042329506664,0
demand53,truck52,242.60099304925347,4
demand53,truck53,213.38250615654695,6
demand53,truck54,315.359181442583,0
demand53,truck44,348.5141915216873,0
demand53,truck55,551.8972012743384,0
